eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
095edea5-1b8f-4493-bf23-113fec3aa69e,10,False,"[(55, 66), (59, 64)]",112,112,52,49,112,58,121,121,55,123,59,121,55,121,55,123,59,123,59,123,59,121,55,121,55,123,59,121,55,121.74510000000001,56.4902,121.0,55.0,123.0,59.0,121.0,55.0,1.0165289256198347,1.0
03e57865-ce61-49d4-b330-95dad8918501,5,False,"[(70, 65)]",112,96,60,54,112,64,133,135,70,135,70,135,70,135,70,135,70,135,70,135,70,135,70,135,70,135,70,135,70,135.0,70.0,135.0,70.0,135.0,70.0,135.0,70.0,1.0150375939849625,1.0150375939849625
03e57865-ce61-49d4-b330-95dad8918501,5,False,"[(65, 70)]",96,112,54,60,96,69,133,135,65,135,65,135,65,135,65,135,65,135,65,135,65,135,65,135,65,135,65,135,65,135.0,65.0,135.0,65.0,135.0,65.0,135.0,65.0,1.0150375939849625,1.0150375939849625
38ec6577-8951-4857-97df-87cdd15eb116,1,False,"[(335, 324), (334, 339)]",682,676,326,319,682,332,659,659,335,659,335,659,335,659,335,673,334,659,335,659,335,659,335,659,335,673,334,659,335,659.8844,334.9368,659.0,335.0,663.375,334.6875,659.0,335.0,1.0212443095599393,1.0
38ec6577-8951-4857-97df-87cdd15eb116,1,False,"[(324, 335), (339, 334)]",676,682,319,326,676,327,659,659,324,659,324,659,324,659,324,673,339,659,324,659,324,659,324,659,324,673,339,659,324,659.8844,324.9476,659.0,324.0,663.375,328.6875,659.0,324.0,1.0212443095599393,1.0
f9de9728-772a-4f70-ae27-18d0ea90ffcb,11,False,"[(53, 42), (48, 53), (47, 58)]",92,76,44,37,92,53,95,95,53,95,53,95,53,95,53,101,48,95,53,95,53,95,53,95,53,105,47,95,53,96.8406,51.4662,95.0001,53.0,95.0,53.0,95.0,53.0,1.105263157894737,1.0
f9de9728-772a-4f70-ae27-18d0ea90ffcb,11,False,"[(42, 53), (53, 48), (58, 47)]",76,92,37,44,76,42,95,95,42,95,42,95,42,95,42,101,53,95,42,95,42,95,42,95,42,105,58,95,42,96.8406,45.3744,95.0001,42.0001,95.0,42.0,95.0,42.0,1.105263157894737,1.0
8e659a1b-4420-4f6a-960e-91706ec99a1c,1,False,"[(75, 64)]",112,106,67,61,112,75,139,139,75,139,75,139,75,139,75,139,75,139,75,139,75,139,75,139,75,139,75,139,75,139.0,75.0,139.0,75.0,139.0,75.0,139.0,75.0,1.0,1.0
8e659a1b-4420-4f6a-960e-91706ec99a1c,1,False,"[(64, 75)]",106,112,61,67,106,64,139,139,64,139,64,139,64,139,64,139,64,139,64,139,64,139,64,139,64,139,64,139,64,139.0,64.0,139.0,64.0,139.0,64.0,139.0,64.0,1.0,1.0
05ee4d4c-a8bf-4272-b484-534217c39aab,0,False,"[(49, 38)]",88,66,38,30,88,46,87,87,49,87,49,87,49,87,49,87,49,87,49,87,49,87,49,87,49,87,49,87,49,87.0,49.0,87.0,49.0,87.0,49.0,87.0,49.0,1.0,1.0
05ee4d4c-a8bf-4272-b484-534217c39aab,0,False,"[(38, 49)]",66,88,30,38,66,41,87,87,38,87,38,87,38,87,38,87,38,87,38,87,38,87,38,87,38,87,38,87,38,87.0,38.0,87.0,38.0,87.0,38.0,87.0,38.0,1.0,1.0
7e5806a4-4805-49b0-b030-95f2956f3c55,10,False,"[(64, 59), (53, 64)]",92,92,46,47,92,56,117,117,53,123,64,117,53,117,53,123,64,123,64,123,64,117,53,117,53,123,64,117,53,119.0968,56.8441,117.0,53.0,121.125,60.5625,117.0,53.0,1.0512820512820513,1.0
7e5806a4-4805-49b0-b030-95f2956f3c55,10,False,"[(59, 64), (64, 53)]",92,92,47,46,92,61,117,117,64,123,59,117,64,117,64,123,59,123,59,123,59,117,64,117,64,123,59,117,64,119.0968,62.252700000000004,117.0,64.0,121.125,60.5625,117.0,64.0,1.0512820512820513,1.0
91ef5d50-5c52-4a8d-b11d-ab6fa7aa437b,1,False,"[(63, 68)]",106,116,55,63,106,63,131,131,63,131,63,131,63,131,63,131,63,131,63,131,63,131,63,131,63,131,63,131,63,131.0,63.0,131.0,63.0,131.0,63.0,131.0,63.0,1.0,1.0
91ef5d50-5c52-4a8d-b11d-ab6fa7aa437b,1,False,"[(68, 63)]",116,106,63,55,116,68,131,131,68,131,68,131,68,131,68,131,68,131,68,131,68,131,68,131,68,131,68,131,68,131.0,68.0,131.0,68.0,131.0,68.0,131.0,68.0,1.0,1.0
4812450b-5c9a-4b82-b12a-ca23914bc648,11,True,"[(116, 176)]",116,176,56,95,116,132,275,292,116,292,116,292,116,292,116,292,116,292,116,292,116,292,116,292,116,292,116,292,116,292.0,116.0,292.0,116.0,292.0,116.0,292.0,116.0,1.0618181818181818,1.0618181818181818
4812450b-5c9a-4b82-b12a-ca23914bc648,11,True,"[(176, 116)]",176,116,95,56,176,143,275,292,176,292,176,292,176,292,176,292,176,292,176,292,176,292,176,292,176,292,176,292,176,292.0,176.0,292.0,176.0,292.0,176.0,292.0,176.0,1.0618181818181818,1.0618181818181818
762cde66-5d8e-4ada-894a-fd9ff5456eb8,0,False,"[(47, 36)]",88,66,41,31,88,47,83,83,47,83,47,83,47,83,47,83,47,83,47,83,47,83,47,83,47,83,47,83,47,83.0,47.0,83.0,47.0,83.0,47.0,83.0,47.0,1.0,1.0
762cde66-5d8e-4ada-894a-fd9ff5456eb8,0,False,"[(36, 47)]",66,88,31,41,66,36,83,83,36,83,36,83,36,83,36,83,36,83,36,83,36,83,36,83,36,83,36,83,36,83.0,36.0,83.0,36.0,83.0,36.0,83.0,36.0,1.0,1.0
f418dc76-d31e-4313-983d-24042c3f475d,10,False,"[(76, 71), (70, 75)]",142,142,62,68,142,70,145,145,70,145,70,145,70,145,70,147,76,145,70,145,70,145,70,145,70,147,76,145,70,145.8068,72.4202,145.0,70.0,146.0,73.0,145.0,70.0,1.013793103448276,1.0
f418dc76-d31e-4313-983d-24042c3f475d,10,False,"[(71, 76), (75, 70)]",142,142,68,62,142,75,145,145,75,145,75,145,75,145,75,147,71,145,75,145,75,145,75,145,75,147,71,145,75,145.8068,73.3866,145.0,75.0,146.0,73.0,145.0,75.0,1.013793103448276,1.0
27bcc52a-1c26-49fe-b847-c1978f68ca88,10,False,"[(82, 547)]",116,592,53,313,116,82,629,629,82,629,82,629,82,629,82,629,82,629,82,629,82,629,82,629,82,629,82,629,82,629.0,82.0,629.0,82.0,629.0,82.0,629.0,82.0,1.0,1.0
27bcc52a-1c26-49fe-b847-c1978f68ca88,10,False,"[(547, 82)]",592,116,313,53,592,547,629,629,547,629,547,629,547,629,547,629,547,629,547,629,547,629,547,629,547,629,547,629,547,629.0,547.0,629.0,547.0,629.0,547.0,629.0,547.0,1.0,1.0
25104cde-1843-4d96-8e26-1040a2ceee15,5,False,"[(61, 66), (68, 63)]",116,116,56,60,116,61,127,127,61,127,61,127,61,127,61,127,61,127,61,127,61,127,61,127,61,131,68,127,61,128.2314,63.1549,127.0,61.0,129.0,64.5,127.0,61.0,1.031496062992126,1.0
25104cde-1843-4d96-8e26-1040a2ceee15,5,False,"[(66, 61), (63, 68)]",116,116,60,56,116,66,127,127,66,127,66,127,66,127,66,127,66,127,66,127,66,127,66,127,66,131,63,127,66,128.2314,65.07650000000001,127.0,66.0,129.0,64.5,127.0,66.0,1.031496062992126,1.0
2415d01d-a828-4c33-a516-caf4c7cc873f,10,False,"[(324, 319)]",542,356,283,182,542,324,643,643,324,643,324,643,324,643,324,643,324,643,324,643,324,643,324,643,324,643,324,643,324,643.0,324.0,643.0,324.0,643.0,324.0,643.0,324.0,1.0,1.0
2415d01d-a828-4c33-a516-caf4c7cc873f,10,False,"[(319, 324)]",356,542,182,283,356,319,643,643,319,643,319,643,319,643,319,643,319,643,319,643,319,643,319,643,319,643,319,643,319,643.0,319.0,643.0,319.0,643.0,319.0,643.0,319.0,1.0,1.0
5b8811f1-a497-466d-ad84-e0ebdb026f5f,11,False,"[(200, 189)]",212,276,113,144,212,200,389,389,200,389,200,389,200,389,200,389,200,389,200,389,200,389,200,389,200,389,200,389,200,389.0,200.0,389.0,200.0,389.0,200.0,389.0,200.0,1.0,1.0
5b8811f1-a497-466d-ad84-e0ebdb026f5f,11,False,"[(189, 200)]",276,212,144,113,276,189,389,389,189,389,189,389,189,389,189,389,189,389,189,389,189,389,189,389,189,389,189,389,189,389.0,189.0,389.0,189.0,389.0,189.0,389.0,189.0,1.0,1.0
022fc680-ec65-4a70-9f12-3b4a51a8862e,10,False,"[(75, 110)]",132,156,66,72,132,79,183,185,75,185,75,185,75,185,75,185,75,185,75,185,75,185,75,185,75,185,75,185,75,185.0,75.0,185.0,75.0,185.0,75.0,185.0,75.0,1.010928961748634,1.010928961748634
022fc680-ec65-4a70-9f12-3b4a51a8862e,10,False,"[(110, 75)]",156,132,72,66,156,104,183,185,110,185,110,185,110,185,110,185,110,185,110,185,110,185,110,185,110,185,110,185,110,185.0,110.0,185.0,110.0,185.0,110.0,185.0,110.0,1.010928961748634,1.010928961748634
5adcd6bd-2a5a-4a22-b6bf-83550fb2957c,0,False,"[(51, 46), (48, 53), (53, 42)]",92,76,42,34,92,53,95,95,53,97,51,95,53,95,53,97,51,95,53,95,53,95,53,95,53,101,48,95,53,96.3935,51.6066,95.0,53.0,95.0,53.0,95.0,53.0,1.063157894736842,1.0
5adcd6bd-2a5a-4a22-b6bf-83550fb2957c,0,False,"[(46, 51), (53, 48), (42, 53)]",76,92,34,42,76,42,95,95,42,97,46,95,42,95,42,97,46,95,42,95,42,95,42,95,42,101,53,95,42,96.3935,44.7869,95.0,42.0,95.0,42.0,95.0,42.0,1.063157894736842,1.0
b05892e2-7985-43ff-9ae0-69aa6c9ee947,1,False,"[(59, 64)]",106,116,52,59,106,59,123,123,59,123,59,123,59,123,59,123,59,123,59,123,59,123,59,123,59,123,59,123,59,123.0,59.0,123.0,59.0,123.0,59.0,123.0,59.0,1.0,1.0
b05892e2-7985-43ff-9ae0-69aa6c9ee947,1,False,"[(64, 59)]",116,106,59,52,116,64,123,123,64,123,64,123,64,123,64,123,64,123,64,123,64,123,64,123,64,123,64,123,64,123.0,64.0,123.0,64.0,123.0,64.0,123.0,64.0,1.0,1.0
a65934c7-e4bb-463a-bf88-2daa8a63127a,10,False,"[(47, 42)]",92,76,39,34,92,47,89,89,47,89,47,89,47,89,47,89,47,89,47,89,47,89,47,89,47,89,47,89,47,89.0,47.0,89.0,47.0,89.0,47.0,89.0,47.0,1.0,1.0
a65934c7-e4bb-463a-bf88-2daa8a63127a,10,False,"[(42, 47)]",76,92,34,39,76,42,89,89,42,89,42,89,42,89,42,89,42,89,42,89,42,89,42,89,42,89,42,89,42,89.0,42.0,89.0,42.0,89.0,42.0,89.0,42.0,1.0,1.0
d9ee2044-6f77-4c00-b0f8-289920542002,5,False,"[(56, 51)]",96,96,45,48,96,56,107,107,56,107,56,107,56,107,56,107,56,107,56,107,56,107,56,107,56,107,56,107,56,107.0,56.0,107.0,56.0,107.0,56.0,107.0,56.0,1.0,1.0
d9ee2044-6f77-4c00-b0f8-289920542002,5,False,"[(51, 56)]",96,96,48,45,96,51,107,107,51,107,51,107,51,107,51,107,51,107,51,107,51,107,51,107,51,107,51,107,51,107.0,51.0,107.0,51.0,107.0,51.0,107.0,51.0,1.0,1.0
978c348a-46f5-4f60-af4e-20ace6dbb09b,10,False,"[(57, 62), (60, 55), (62, 51)]",92,92,45,50,92,62,113,113,62,115,60,113,62,113,62,119,57,115,60,115,60,113,62,113,62,119,57,113,62,114.8469,60.1532,113.0,62.0,117.0,58.5,113.0,62.0,1.0530973451327434,1.0
978c348a-46f5-4f60-af4e-20ace6dbb09b,10,False,"[(62, 57), (55, 60), (51, 62)]",92,92,50,45,92,51,113,113,51,115,55,113,51,113,51,119,62,115,55,115,55,113,51,113,51,119,62,113,51,114.8469,54.6937,113.0,51.0,117.0,58.5,113.0,51.0,1.0530973451327434,1.0
4637fa6e-6598-4d80-8359-a01c48e14d3d,10,False,"[(50, 55)]",92,86,48,44,92,50,105,105,50,105,50,105,50,105,50,105,50,105,50,105,50,105,50,105,50,105,50,105,50,105.0,50.0,105.0,50.0,105.0,50.0,105.0,50.0,1.0,1.0
4637fa6e-6598-4d80-8359-a01c48e14d3d,10,False,"[(55, 50)]",86,92,44,48,86,55,105,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105.0,55.0,105.0,55.0,105.0,55.0,105.0,55.0,1.0,1.0
64e2da91-f88d-4573-9a25-646582999aab,10,True,"[(56, 67), (60, 55), (62, 51)]",92,76,53,43,92,62,113,113,62,115,60,113,62,113,62,115,60,113,62,113,62,113,62,113,62,123,56,113,62,114.5464,60.4536,113.0001,61.9999,113.0,62.0,113.0,62.0,1.0884955752212389,1.0
64e2da91-f88d-4573-9a25-646582999aab,10,True,"[(67, 56), (55, 60), (51, 62)]",76,92,43,53,76,51,113,113,51,115,55,113,51,113,51,115,55,113,51,113,51,113,51,113,51,123,67,113,51,114.5464,54.0928,113.0001,51.0002,113.0,51.0,113.0,51.0,1.0884955752212389,1.0
0d9ac972-7555-40ce-893d-6f873d7290a9,0,False,"[(64, 59), (53, 64)]",96,118,45,55,96,53,117,117,53,123,64,117,53,117,53,123,64,117,53,117,53,117,53,117,53,123,64,117,53,118.4931,55.7373,117.0,53.0,117.0,53.0,117.0,53.0,1.0512820512820513,1.0
0d9ac972-7555-40ce-893d-6f873d7290a9,0,False,"[(59, 64), (64, 53)]",118,96,55,45,118,64,117,117,64,123,59,117,64,117,64,123,59,117,64,117,64,117,64,117,64,123,59,117,64,118.4931,62.7558,117.0,64.0,117.0,64.0,117.0,64.0,1.0512820512820513,1.0
f5057982-0f27-490c-85fb-db399b87f29b,5,False,"[(80, 69), (73, 84)]",146,146,68,65,146,77,149,149,80,149,80,149,80,149,80,149,80,149,80,149,80,149,80,149,80,157,73,149,80,151.63889999999998,77.6909,149.0,80.0,153.0,76.5,149.0,80.0,1.0536912751677852,1.0
f5057982-0f27-490c-85fb-db399b87f29b,5,False,"[(69, 80), (84, 73)]",146,146,65,68,146,72,149,149,69,149,69,149,69,149,69,149,69,149,69,149,69,149,69,149,69,157,84,149,69,151.63889999999998,73.948,149.0,69.0,153.0,76.5,149.0,69.0,1.0536912751677852,1.0
5f3af7b1-bac3-48c5-bf3d-1632d367b0ae,10,False,"[(50, 55)]",92,86,45,41,92,50,105,105,50,105,50,105,50,105,50,105,50,105,50,105,50,105,50,105,50,105,50,105,50,105.0,50.0,105.0,50.0,105.0,50.0,105.0,50.0,1.0,1.0
5f3af7b1-bac3-48c5-bf3d-1632d367b0ae,10,False,"[(55, 50)]",86,92,41,45,86,55,105,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105.0,55.0,105.0,55.0,105.0,55.0,105.0,55.0,1.0,1.0
bd4976fa-cdf2-4536-82d0-d77d3c7fad97,0,False,"[(216, 205)]",458,436,210,197,458,213,421,421,216,421,216,421,216,421,216,421,216,421,216,421,216,421,216,421,216,421,216,421,216,421.0,216.0,421.0,216.0,421.0,216.0,421.0,216.0,1.0,1.0
bd4976fa-cdf2-4536-82d0-d77d3c7fad97,0,False,"[(205, 216)]",436,458,197,210,436,208,421,421,205,421,205,421,205,421,205,421,205,421,205,421,205,421,205,421,205,421,205,421,205,421.0,205.0,421.0,205.0,421.0,205.0,421.0,205.0,1.0,1.0
